event_id,timestamp,particle_type,energy_gev,momentum_x,momentum_y,momentum_z,detector_id,is_anomaly
9108295,2026-01-16T11:55:58.677774,proton,157.37,-10.29,-358.97,-38.87,DET_003,False
5913047,2026-01-16T11:55:58.879298,muon,484.51,354.87,68.25,134.45,DET_001,False
5120905,2026-01-16T11:55:58.980598,muon,460.61,340.4,21.13,343.51,DET_003,False
7558052,2026-01-16T11:55:59.083740,proton,841.47,400.07,-96.59,75.05,DET_003,False
9317600,2026-01-16T11:55:59.184878,photon,204.87,-222.3,370.4,-352.83,DET_002,False
8832078,2026-01-16T11:55:59.285995,photon,439.68,388.37,-114.96,-239.82,DET_001,False
8964224,2026-01-16T11:55:59.387311,proton,909.74,413.19,171.54,-350.72,DET_003,False
6531018,2026-01-16T11:55:59.489006,proton,314.54,107.56,368.69,45.56,DET_001,False
2539885,2026-01-16T11:55:59.590527,muon,737.06,-246.5,-174.91,-181.64,DET_001,False
6613010,2026-01-16T11:55:59.691907,electron,626.68,-54.86,475.4,-242.07,DET_003,True
7757845,2026-01-16T11:55:59.793150,photon,251.47,-356.84,31.86,-240.93,DET_003,False
2483950,2026-01-16T11:55:59.893746,electron,791.99,151.05,56.3,-144.92,DET_003,False
7936336,2026-01-16T11:55:59.995088,electron,313.8,496.47,-444.81,-491.06,DET_001,False
4981872,2026-01-16T11:56:00.098211,proton,879.84,326.4,117.11,-457.05,DET_003,False
6043221,2026-01-16T11:56:00.199804,electron,209.7,-17.82,441.09,277.28,DET_002,False
5408394,2026-01-16T11:56:00.301550,photon,107.14,437.43,-427.92,-207.82,DET_002,False
9540355,2026-01-16T11:56:00.504430,proton,440.9,356.51,-13.69,487.71,DET_003,False
5904913,2026-01-16T11:56:00.605905,muon,242.69,42.34,254.75,-236.58,DET_002,False
6895577,2026-01-16T11:56:00.708010,photon,934.0,57.28,-400.38,135.94,DET_002,False
5250979,2026-01-16T11:56:00.809463,photon,921.3,200.26,-200.42,-217.97,DET_002,False
8489279,2026-01-16T11:56:00.911310,electron,618.35,228.16,-366.69,439.93,DET_003,False
5374094,2026-01-16T11:56:01.013098,muon,139.47,176.79,-386.07,322.88,DET_002,False
7769002,2026-01-16T11:56:01.116181,electron,425.16,-113.8,216.14,-245.55,DET_003,True
1297986,2026-01-16T11:56:01.217460,electron,293.77,-35.44,-385.99,-473.45,DET_001,False
9242188,2026-01-16T11:56:01.318387,photon,703.39,207.46,472.69,-262.58,DET_003,False
5887030,2026-01-16T11:56:01.419509,proton,770.87,71.53,-3.35,-95.18,DET_001,False
8260106,2026-01-16T11:56:01.520553,proton,767.25,496.97,154.95,-424.65,DET_001,False
6916031,2026-01-16T11:56:01.621621,electron,799.3,163.79,383.84,358.77,DET_003,False
6053931,2026-01-16T11:56:01.722662,proton,305.11,-437.4,-171.53,183.25,DET_002,False
4787660,2026-01-16T11:56:01.823911,electron,460.03,498.66,286.54,353.33,DET_003,False
5924057,2026-01-16T11:56:01.925124,proton,733.32,-1.03,75.03,-339.75,DET_003,False
1968574,2026-01-16T11:56:02.026058,proton,686.78,447.44,10.46,231.11,DET_001,False
8023650,2026-01-16T11:56:02.130894,photon,792.46,-277.42,-250.19,-280.65,DET_002,False
7203766,2026-01-16T11:56:02.232383,photon,845.37,54.93,246.44,154.22,DET_001,False
4897879,2026-01-16T11:56:02.333580,muon,509.73,422.91,-116.66,-20.28,DET_003,False
8445110,2026-01-16T11:56:02.536512,proton,264.04,-474.01,451.74,-181.17,DET_002,False
7835644,2026-01-16T11:56:02.638047,electron,560.22,-17.75,-291.98,354.48,DET_002,False
1605885,2026-01-16T11:56:02.739341,proton,439.17,-306.33,-28.76,-184.94,DET_002,False
5647334,2026-01-16T11:56:02.942701,muon,345.69,-70.69,494.82,71.07,DET_001,False
6680640,2026-01-16T11:56:03.044756,photon,608.3,51.74,-331.7,-421.81,DET_001,False
3754591,2026-01-16T11:56:03.248906,muon,213.47,239.21,-423.92,344.98,DET_003,False
5680886,2026-01-16T11:56:03.350003,photon,754.1,-160.92,-420.4,-291.21,DET_001,False
5394271,2026-01-16T11:56:03.553074,muon,892.29,497.19,159.73,495.65,DET_003,False
3411469,2026-01-16T11:56:03.755580,muon,891.18,447.71,355.26,83.24,DET_003,False
1713843,2026-01-16T11:56:03.857150,proton,923.47,195.85,193.17,-405.21,DET_002,True
4420222,2026-01-16T11:56:03.958037,muon,295.89,-3.14,97.08,-453.89,DET_002,False
6507077,2026-01-16T11:56:04.058995,muon,101.64,-204.88,-36.43,-323.98,DET_001,False
8487170,2026-01-16T11:56:04.162411,muon,616.7,314.25,-127.2,-46.68,DET_002,False
4579226,2026-01-16T11:56:04.263265,electron,977.1,131.36,-419.43,287.42,DET_002,False
6514000,2026-01-16T11:56:04.364405,muon,591.78,4.66,384.09,226.3,DET_003,False
8205803,2026-01-16T11:56:04.465782,electron,658.48,49.11,-476.72,460.71,DET_002,False
6698384,2026-01-16T11:56:04.567919,photon,229.72,-89.41,408.63,-13.88,DET_002,False
9804259,2026-01-16T11:56:04.669220,muon,447.3,-287.5,-362.29,31.44,DET_001,False
8959571,2026-01-16T11:56:04.872474,muon,538.19,430.47,181.85,10.55,DET_001,False
5824874,2026-01-16T11:56:04.974053,muon,213.45,491.74,-314.55,-392.24,DET_001,False
9996414,2026-01-16T11:56:05.075840,photon,163.89,153.34,441.94,-173.94,DET_002,False
9982497,2026-01-16T11:56:05.178982,proton,344.0,-88.43,-222.14,199.21,DET_003,False
8085122,2026-01-16T11:56:05.280611,muon,731.88,-117.49,-156.56,463.76,DET_001,False
3651403,2026-01-16T11:56:05.382276,electron,981.83,-37.81,366.33,-264.1,DET_002,False
4378598,2026-01-16T11:56:05.483356,electron,332.92,344.37,-413.1,-314.94,DET_002,False
9404187,2026-01-16T11:56:05.584635,muon,507.94,-429.66,-170.4,-309.9,DET_003,False
8564421,2026-01-16T11:56:05.685934,photon,313.46,-479.14,208.61,-375.94,DET_003,False
3242228,2026-01-16T11:56:05.787222,muon,839.54,-170.84,186.72,301.37,DET_002,False
3670060,2026-01-16T11:56:05.888882,muon,748.91,-292.36,322.88,-157.21,DET_002,False
2674919,2026-01-16T11:56:05.990677,proton,933.68,-296.7,-48.6,413.69,DET_002,False
5305161,2026-01-16T11:56:06.092178,proton,695.37,150.77,-239.1,472.04,DET_003,False
3425141,2026-01-16T11:56:06.194637,electron,360.41,353.69,-409.17,98.35,DET_003,False
3137845,2026-01-16T11:56:06.295742,proton,691.62,-5.29,143.77,228.61,DET_001,False
8354492,2026-01-16T11:56:06.397302,muon,237.43,389.25,170.14,56.67,DET_001,False
3172252,2026-01-16T11:56:06.498307,electron,795.26,82.52,-340.81,-44.12,DET_003,False
3535366,2026-01-16T11:56:06.599735,electron,529.17,8.32,-143.43,-463.29,DET_001,False
9103988,2026-01-16T11:56:06.701650,electron,675.99,31.3,-192.2,-187.63,DET_002,False
2030857,2026-01-16T11:56:06.803361,photon,980.59,355.51,-343.83,297.66,DET_003,False
9189705,2026-01-16T11:56:07.007387,electron,438.72,169.49,-413.74,-433.36,DET_001,True
8015838,2026-01-16T11:56:07.108325,muon,125.01,381.64,472.79,-100.78,DET_003,False
2984783,2026-01-16T11:56:07.210929,electron,858.96,17.83,376.43,309.19,DET_001,False
5051859,2026-01-16T11:56:07.312568,photon,284.75,84.46,8.27,-354.3,DET_002,False
1567771,2026-01-16T11:56:07.413863,muon,550.54,487.69,-484.01,226.93,DET_003,False
1640376,2026-01-16T11:56:07.515159,muon,863.87,10.88,-475.87,-297.43,DET_001,False
4449202,2026-01-16T11:56:07.615945,muon,103.03,384.37,129.43,176.23,DET_003,False
1873010,2026-01-16T11:56:07.717310,muon,488.83,110.87,185.71,-323.53,DET_001,False
9928758,2026-01-16T11:56:07.818852,muon,341.03,208.93,293.19,200.57,DET_003,False
1215686,2026-01-16T11:56:07.920355,muon,135.08,-412.63,102.67,-201.69,DET_003,False
1091953,2026-01-16T11:56:08.021693,muon,544.35,24.58,435.46,-295.9,DET_003,False
4325246,2026-01-16T11:56:08.123761,muon,803.42,16.38,80.77,435.13,DET_001,False
4614468,2026-01-16T11:56:08.227692,electron,610.54,-320.32,-457.06,-86.39,DET_003,False
1129181,2026-01-16T11:56:08.328195,proton,762.93,-453.41,-320.04,350.09,DET_002,False
7320155,2026-01-16T11:56:08.429815,electron,540.76,-15.84,-6.87,-166.92,DET_002,False
6446176,2026-01-16T11:56:08.631746,photon,200.12,451.3,-258.46,147.58,DET_002,False
2421344,2026-01-16T11:56:08.732538,proton,698.1,-446.43,351.06,-477.48,DET_003,False
1759657,2026-01-16T11:56:08.833660,proton,580.43,165.46,71.17,-490.67,DET_001,False
2086427,2026-01-16T11:56:08.934689,photon,339.61,-230.93,161.31,84.3,DET_002,False
2753511,2026-01-16T11:56:09.035865,proton,350.32,97.4,270.13,-129.69,DET_002,False
5617555,2026-01-16T11:56:09.136812,proton,192.64,-274.68,-338.48,242.92,DET_003,False
5302736,2026-01-16T11:56:09.239913,photon,203.71,-218.81,126.12,-358.17,DET_001,False
8692521,2026-01-16T11:56:09.340975,photon,440.1,57.25,-21.88,87.29,DET_002,False
3645250,2026-01-16T11:56:09.543130,muon,265.79,284.52,413.25,189.0,DET_001,False
7298766,2026-01-16T11:56:09.643955,electron,149.15,197.84,129.76,171.38,DET_003,False
2595233,2026-01-16T11:56:09.745187,proton,403.29,-64.02,-219.2,411.9,DET_002,False
2714989,2026-01-16T11:56:09.847083,proton,864.28,100.69,255.42,-273.0,DET_001,False
2295395,2026-01-16T11:56:10.050239,photon,378.38,-125.64,36.4,120.68,DET_003,False
3939545,2026-01-16T11:56:10.176609,electron,258.0,262.54,42.78,121.98,DET_001,False
5414735,2026-01-16T11:56:10.287291,muon,938.68,223.8,-350.67,159.36,DET_003,False
4436182,2026-01-16T11:56:10.388214,proton,167.93,-186.95,322.7,444.21,DET_002,False
4486065,2026-01-16T11:56:10.590217,proton,140.12,300.47,-497.23,-492.28,DET_001,False
8074965,2026-01-16T11:56:10.691144,muon,133.24,72.14,271.91,153.89,DET_002,False
1984820,2026-01-16T11:56:10.792319,muon,717.05,-23.61,-12.97,-68.94,DET_002,False
4439360,2026-01-16T11:56:10.893926,muon,631.19,495.62,-305.7,304.07,DET_001,True
1980776,2026-01-16T11:56:10.995256,photon,728.38,-492.63,137.54,405.66,DET_002,False
