event_id,timestamp,particle_type,energy_gev,momentum_x,momentum_y,momentum_z,detector_id,is_anomaly
6613010,2026-01-16T11:55:59.691907,electron,626.68,-54.86,475.4,-242.07,DET_003,True
7769002,2026-01-16T11:56:01.116181,electron,425.16,-113.8,216.14,-245.55,DET_003,True
1713843,2026-01-16T11:56:03.857150,proton,923.47,195.85,193.17,-405.21,DET_002,True
9189705,2026-01-16T11:56:07.007387,electron,438.72,169.49,-413.74,-433.36,DET_001,True
4439360,2026-01-16T11:56:10.893926,muon,631.19,495.62,-305.7,304.07,DET_001,True
3359149,2026-01-16T11:56:12.224665,proton,164.09,307.28,-368.53,462.95,DET_002,True
5046956,2026-01-16T11:56:13.951334,electron,271.44,-339.21,-70.85,490.19,DET_002,True
9576185,2026-01-16T11:56:15.375639,muon,125.63,345.95,-349.42,-28.21,DET_001,True
7881801,2026-01-16T11:56:19.689978,electron,227.44,312.24,363.5,-39.14,DET_003,True
5564646,2026-01-16T11:56:19.791300,proton,908.22,-497.94,-255.98,40.43,DET_003,True
9442639,2026-01-16T11:56:20.200319,proton,675.26,56.74,-382.26,-150.8,DET_001,True
3657961,2026-01-16T11:56:21.726521,photon,130.96,481.78,325.76,90.59,DET_001,True
6122896,2026-01-16T11:56:22.845527,electron,781.68,390.68,-307.34,-318.3,DET_002,True
9303826,2026-01-16T11:56:23.251204,photon,647.3,-138.99,119.07,-463.62,DET_001,True
3843762,2026-01-16T11:56:23.967079,muon,537.8,-436.11,-346.3,115.63,DET_001,True
6837165,2026-01-16T11:56:25.902250,photon,851.51,476.15,-468.2,41.49,DET_001,True
3029970,2026-01-16T11:56:26.614111,proton,563.69,125.05,379.24,-177.82,DET_003,True
9068677,2026-01-16T11:56:28.745161,photon,607.52,-56.84,298.03,-476.81,DET_001,True
5839716,2026-01-16T11:56:29.048027,proton,99.71,-292.17,-298.47,-251.93,DET_001,True
7787262,2026-01-16T11:56:30.472112,proton,60.5,3.64,-175.56,-64.71,DET_001,True
1508453,2026-01-16T11:56:30.981399,photon,235.06,-289.66,131.47,227.22,DET_001,True
4733354,2026-01-16T11:56:31.695915,photon,516.83,-340.43,-476.23,281.64,DET_002,True
2656567,2026-01-16T11:56:32.100712,proton,791.34,-150.05,13.52,47.58,DET_003,True
9237505,2026-01-16T11:56:34.542694,electron,217.86,-378.02,-51.45,458.22,DET_003,True
3313963,2026-01-16T11:56:36.132543,photon,771.12,476.24,78.3,-347.47,DET_003,True
1037826,2026-01-16T11:56:41.227706,proton,982.87,222.18,-310.93,-274.25,DET_003,True
5057924,2026-01-16T11:56:47.524850,electron,235.46,124.16,107.79,-470.92,DET_003,True
5124004,2026-01-16T11:56:52.394957,photon,13.16,-76.33,496.73,-153.8,DET_003,True
9921412,2026-01-16T11:56:52.697916,muon,733.44,396.24,-167.12,-468.47,DET_002,True
8115571,2026-01-16T11:56:54.443675,photon,491.42,-342.81,150.87,-126.2,DET_002,True
6190832,2026-01-16T11:56:57.290004,electron,906.3,-22.11,48.35,258.75,DET_001,True
4642296,2026-01-16T11:56:59.320689,photon,938.43,-494.87,402.89,-101.78,DET_003,True
